"anAgeHorvathLabID","profiled","SpeciesLatinName","CommonNames","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Female.maturity..days.","Male.maturity..days.","Gestation.Incubation..days.","Weaning..days.","Litter.Clutch.size","Litters.Clutches.per.year","Inter.litter.Interbirth.interval","Birth.weight..g.","Weaning.weight..g.","Growth.rate..1.days.","Source","Specimen.origin","Sample.size","Data.quality","IMR..per.yr.","MRDT..yrs.","Metabolic.rate..W.","Body.mass..g.","Temperature..K.","References","PanTHERIA.ActivityCycle","PanTHERIA.AdultBodyMass_g","PanTHERIA.AdultForearmLen_mm","PanTHERIA.AdultHeadBodyLen_mm","PanTHERIA.AgeatEyeOpening_d","PanTHERIA.AgeatFirstBirth_d","PanTHERIA.BasalMetRate_mLO2hr","PanTHERIA.BasalMetRateMass_g","PanTHERIA.DietBreadth","PanTHERIA.DispersalAge_d","PanTHERIA.GestationLen_d","PanTHERIA.HabitatBreadth","PanTHERIA.HomeRange_km2","PanTHERIA.HomeRange_Indiv_km2","PanTHERIA.InterbirthInterval_d","PanTHERIA.LitterSize","PanTHERIA.LittersPerYear","PanTHERIA.MaxLongevity_m","PanTHERIA.NeonateBodyMass_g","PanTHERIA.NeonateHeadBodyLen_mm","PanTHERIA.PopulationDensity_n.km2","PanTHERIA.PopulationGrpSize","PanTHERIA.SexualMaturityAge_d","PanTHERIA.SocialGrpSize","PanTHERIA.TeatNumber","PanTHERIA.Terrestriality","PanTHERIA.TrophicLevel","PanTHERIA.WeaningAge_d","PanTHERIA.WeaningBodyMass_g","PanTHERIA.WeaningHeadBodyLen_mm","PanTHERIA.References","PanTHERIA.AdultBodyMass_g_EXT","PanTHERIA.LittersPerYear_EXT","PanTHERIA.NeonateBodyMass_g_EXT","PanTHERIA.WeaningBodyMass_g_EXT","PanTHERIA.GR_Area_km2","PanTHERIA.GR_MaxLat_dd","PanTHERIA.GR_MinLat_dd","PanTHERIA.GR_MidRangeLat_dd","PanTHERIA.GR_MaxLong_dd","PanTHERIA.GR_MinLong_dd","PanTHERIA.GR_MidRangeLong_dd","PanTHERIA.HuPopDen_Min_n.km2","PanTHERIA.HuPopDen_Mean_n.km2","PanTHERIA.HuPopDen_5p_n.km2","PanTHERIA.HuPopDen_Change","PanTHERIA.Precip_Mean_mm","PanTHERIA.Temp_Mean_01degC","PanTHERIA.AET_Mean_mm","PanTHERIA.PET_Mean_mm","maxanAge","weightanAge","maxAgeFromFolder","weightFromFolder","maxAgeCaesar","weightCaesar","averagedMaturity.yrs","Hibernation","SpeciesAbbreviation","PanTHERIA.MaxLongevity","MammalNumberHorvath","OrderNumberHorvath","FamilyNumberHorvath","SpeciesNumberHorvath","CancerMortalityRisk.Vinczeo2021","CumulativeIncidenceCancerMortality.Vincze2021","Diet..Animal.","Diet..Invertebrate.","Diet..Vertebrate.","Diet..Fish.","Diet..Reptile.","Diet..Bird."
1531,TRUE,"Echinops telfairi","Lesser hedgehog tenrec","1542","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Echinops","telfairi","Lesser hedgehog tenrec",365,365,55,29,6,1,NA,7.67,50,0.0301,"671","captivity","medium","acceptable",NA,NA,0.75,116.4,307.85,"3,614,843,445,554,260,000,000,000,000,000,000,000",1,152.25,NA,160,8.5,NA,133.86,116.4,1,NA,62.54,2,NA,NA,NA,5.49,1,156,7.49,NA,NA,1,278.42,NA,NA,2,3,31.18,NA,NA,"543;886;1045;1160;1297;1822;2151;2655;2720;2786",NA,NA,NA,NA,61701.13,-19.69,-25.47,-22.58,46.68,43.22,44.95,2,15.04,3,0.19,57.94,236.45,801.62,1666.89,19,180,NA,NA,19,180,1,NA,"Ect",13,"13.2.1",13,2,1,0.0571428571428571,0.0246633938461045,1,1,1,0,0,0
1532,FALSE,"Geogale aurita",NA,"1543","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Geogale","aurita","Large-eared tenrec",NA,NA,63,37,3.9,2,NA,0.7,NA,NA,"","unknown","small","low",NA,NA,0.043,6.9,303.95,"36,420,434,613,678",1,6.69,NA,71,23,NA,7.72,6.9,1,NA,57.64,1,NA,NA,NA,3.4,2,NA,0.71,NA,NA,1,NA,NA,NA,1,3,34.86,NA,NA,"899;1045;1822;2151;2333;2655;2720;2786",NA,NA,NA,NA,63241.93,-19.68,-25.42,-22.55,46.9,43.22,45.06,2,15.29,4,0.2,57.89,236.07,796.39,1668.12,NA,6.7,NA,NA,NA,6.7,NA,NA,"Gga",NA,"13.2.9",13,2,9,NA,NA,NA,NA,NA,NA,NA,NA
1533,TRUE,"Hemicentetes semispinosus","Lowland streaked tenrec","1544","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Hemicentetes","semispinosus","Streaked tenrec",35,NA,59,21,4,2,NA,11.5,NA,NA,"671","captivity","small","questionable",NA,NA,0.38,116.4,308.15,"36,420,434,436,455,500,000,000,000,000",2,134,NA,175,9,NA,64.1,133,1,NA,53.07,2,NA,NA,NA,5.32,1.5,32.4,7.39,NA,NA,18,48.57,NA,NA,1,3,21.5,NA,NA,"543;886;1048;1160;1297;1822;1891;2151;2333;2655;2720;2723;2786",NA,NA,NA,NA,97855.43,-13.42,-25.2,-19.31,50.38,46.51,48.44,6,39.57,8,0.18,175.17,198.99,1342.17,1595.51,2.7,180,NA,NA,2.7,180,0.095890411,NA,"Hmcs",2.7,"13.2.2",13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1534,FALSE,"Microgale dobsoni",NA,"1545","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Microgale","dobsoni","Dobson's shrew tenrec",669,669,61,29,2.67,NA,NA,3.95,NA,0.0266,"434","captivity","small","acceptable",NA,NA,0.315,44.6,304.05,"36,420,434,455,610,600,000",NA,36.66,NA,NA,NA,NA,41.92,44.6,1,NA,61.64,1,NA,NA,NA,2.66,NA,67.2,3.89,NA,NA,1,680.59,NA,NA,1,3,27.87,NA,NA,"543;886;1297;1822;2151;2333;2655;2720;2786",NA,NA,NA,NA,100500.66,-14.01,-23.12,-18.56,50.48,46.69,48.58,8,46.83,11,0.18,178.65,195.92,1337.07,1580.28,5.6,37.8,NA,NA,5.6,37.8,1.83287671232877,NA,"Mcrgldb",5.6,"13.2.10",13,2,10,NA,NA,NA,NA,NA,NA,NA,NA
1535,TRUE,"Nesogale talazaci","Talazac's shrew tenrec","1546","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Nesogale","talazaci","Talazac's shrew tenrec",639,639,61,29,2,NA,NA,3.6,NA,0.0298,"434","captivity","small","acceptable",NA,NA,0.243,44,303.95,"36,420,434,455,731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,50,NA,NA,5.8,50,1.750684932,NA,"Nsgt",NA,"13.2.5",13,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1536,TRUE,"Setifer setosus","Greater hedgehog tenrec","1547","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Setifer","setosus","Greater hedgehog tenrec",198,258,54,24,3,1,NA,24.7,NA,0.0419,"671","captivity","medium","acceptable",NA,NA,0.573,427.6,305.35,"364,204,344,556,106,000,000,000,000,000",1,263.22,NA,185,12,NA,94.59,352.5,2,NA,57.63,1,NA,NA,NA,3.24,1.5,126,24.7,NA,NA,1,216.55,NA,10,1,2,25.22,NA,NA,"543;886;1045;1048;1160;1297;1822;1946;2151;2655;2720;2786",NA,NA,NA,NA,261594.46,-12.31,-25.6,-18.96,50.44,43.22,46.83,2,24.17,3,0.19,125.02,221.17,1093.42,1609.19,14.1,225,NA,NA,14.1,225,0.624657534,NA,"Stfs",10.5,"13.2.3",13,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1537,TRUE,"Tenrec ecaudatus","Tailless tenrec","1548","Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Tenrec","ecaudatus","Tenrec",182,NA,58,27,18,1.5,NA,21,225,0.0445,"671","captivity","small","acceptable",NA,NA,0.729,650,306.15,"36,420,434,436,455,500,000,000,000,000,000",2,887.59,NA,327.5,NA,NA,287.32,1325,3,30.84,60.24,1,NA,NA,NA,16.89,1,75.6,24.24,NA,NA,1,206.92,NA,26,1,2,21.87,225,NA,"543;886;1045;1048;1297;1822;1946;2151;2333;2655;2720;2786",NA,NA,NA,NA,248061.27,-12.32,-25.59,-18.96,50.42,43.22,46.82,2,24.41,3,0.19,123.97,221.69,1092.74,1612.9,8.7,900,NA,NA,8.7,900,0.498630137,NA,"Tne",6.3,"13.2.4",13,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1538,FALSE,"Antilocapra americana",NA,"1549","Animalia","Chordata","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","americana","Pronghorn",547,547,235,91,2,1,365,3000,8900,0.0083,"671","captivity","medium","acceptable",NA,NA,50.973,34779.3,311.15,"3,642,043,444,145,550,000,000,000,000,000,000,000,000,000,000",NA,47450.01,NA,1310,NA,365,8960,32000,2,NA,247.99,1,8.05,9.53,365,1.93,1,144,3454.7,NA,0.82,1000,534.68,12,NA,1,1,87.54,9662,NA,"511;519;543;730;764;1297;1404;1573;1763;1822;1848;2167;2655;2718;2986",NA,NA,NA,NA,2009745.94,51.37,23.04,37.21,-95.02,-121.25,-108.14,0,6.77,0,0.05,29.88,90.76,435.07,870.35,15.5,46100,NA,NA,15.5,46100,1.4986301369863,NA,"Antla",12,"4.10.1",4,10,1,0.03125,0.0379269504027515,0,0,0,0,0,0
1539,TRUE,"Addax nasomaculatus","Addax","1550","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Addax","nasomaculatus","Addax",1065,NA,282,198,1,1,355,5600,NA,NA,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,538,610,671,000",1,96077.36,NA,NA,NA,1066.86,NA,NA,5,NA,262.74,1,NA,NA,360,1,NA,308.04,5633.76,NA,NA,61.25,NA,12.62,4,1,1,NA,NA,NA,"511;543;899;1297;1525;1848;2655;2693",NA,1.1,NA,NA,1168708.88,26.45,14.6,20.52,32.63,-16.77,7.93,0,1.49,0,0.08,5.51,264.48,130.78,1382.39,28,92500,NA,NA,28,92500,2.91780821917808,NA,"Adn",25.67,"4.1.1",4,1,1,0.0357142857142857,0.0616241063653447,0,0,0,0,0,0
1540,TRUE,"Aepyceros melampus","Impala","1551","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Aepyceros","melampus","Impala",456,395,198,167,1,1,365,5550,15900,0.0043,"671","captivity","large","high",NA,NA,NA,NA,NA,"4,344,556,106,716,760,000,000,000,000",3,52591.69,NA,1420,NA,730,NA,NA,2,NA,196.74,1,1.97,2.36,365,0.98,NA,213,5238.4,NA,13.36,NA,498.97,15.25,4,1,1,150,14563.8,NA,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",NA,1.1,NA,NA,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32,25.6,52500,NA,NA,25.6,52500,1.16575342465753,NA,"Apym",17.75,"4.1.2",4,1,2,0.0573248407643312,0.141181814031826,0,0,0,0,0,0
1541,FALSE,"Alcelaphus buselaphus",NA,"1552","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Alcelaphus","buselaphus","Hartebeest",730,NA,247,193,1,1,365,9050,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,671",3,160937.86,NA,1974.99,NA,927.7,NA,NA,2,NA,242.66,1,2.73,1.59,345.5,1,NA,240,12500,NA,3.65,NA,827.69,20,2,1,1,188.73,47894.46,NA,"543;730;869;1297;1525;1573;1763;1848;2629;2655;2693;2986",NA,1.13,NA,NA,4706770.4,17.65,-6.03,5.81,45.78,-15.68,15.05,0,35.08,1,0.12,93.92,247.1,957.29,1598.47,22.5,159000,NA,NA,22.5,159000,2,NA,"Alcb",20,"4.1.24",4,1,24,NA,NA,NA,NA,NA,NA,NA,NA
1542,FALSE,"Ammodorcas clarkei",NA,"1553","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ammodorcas","clarkei","Dibatag",NA,NA,204,NA,1,NA,NA,NA,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"434,453,455",NA,28049.81,NA,1509.96,NA,NA,NA,NA,NA,NA,200,1,NA,NA,NA,1,NA,36,NA,NA,0.73,NA,NA,NA,4,1,NA,NA,NA,NA,"511;730;899;1297;1525;1848;2655;2693",NA,NA,NA,NA,287056.65,9.57,2.79,6.18,50.02,43.14,46.58,1,10.04,4,0.09,17.16,257.53,305.08,1776.29,NA,30500,NA,NA,3,30500,NA,NA,"Ammdrcc",3,"4.1.25",4,1,25,NA,NA,NA,NA,NA,NA,NA,NA
1543,FALSE,"Ammotragus lervia",NA,"1554","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ammotragus","lervia","Aoudad",335,NA,149,122,1.2,2,229,4500,NA,0.0053,"671","captivity","large","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,677,000,000",NA,94202.22,NA,1449.99,NA,407.58,NA,NA,2,NA,156.24,1,7.06,6.62,212.91,1.22,NA,252,4500,NA,NA,NA,507.09,NA,3,1,1,121.66,NA,NA,"543;899;1168;1297;1525;1573;1848;2555;2655;2986",NA,1.44,NA,NA,1447450.84,35.21,14.47,24.84,36.55,-15.33,10.6,0,5.61,0,0.11,5.62,225.35,103.32,1256.23,21.7,92500,NA,NA,21.7,92500,0.917808219178082,NA,"Ammtl",21,"4.1.26",4,1,26,0.0403225806451613,0.0852774327408792,0,0,0,0,0,0
1544,TRUE,"Antidorcas marsupialis","Springbok","1555","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Antidorcas","marsupialis","Springbok",213,400,168,121,1,1,365,4160,NA,0.0137,"671","captivity","large","high",NA,NA,NA,NA,312.55,"4,344,484,555,426,710,000,000",2,33571.24,NA,1055,NA,NA,NA,NA,2,NA,169.49,1,NA,NA,365,1,NA,240,3841.48,NA,10.69,3000,331.73,NA,NA,1,1,57.45,NA,NA,"543;730;869;917;1297;1525;1848;2629;2655;2693;2986",NA,1.1,NA,NA,1066805.09,-12.52,-28.97,-20.74,27.61,11.71,19.66,0,2.06,0,0.1,24,190.15,377.23,1328.86,19.8,39000,NA,NA,19.8,39000,0.83972602739726,NA,"Antdm",20,"4.1.3",4,1,3,0.00602409638554217,0.00544820777919779,0,0,0,0,0,0
1545,FALSE,"Antilope cervicapra",NA,"1556","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Antilope","cervicapra","Blackbuck",466,NA,168,60,1,1.9,231,3850,NA,NA,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,610,671,951",NA,36301.1,NA,1250,NA,669.16,NA,NA,5,NA,166.59,1,0.62,NA,212.56,1.22,2,243,3386.14,NA,4.25,27.5,700.04,30,NA,1,1,59.5,NA,NA,"511;543;730;899;1297;1525;1848;2374;2655",NA,NA,NA,NA,1248646.6,29.43,8.06,18.75,84.2,68.91,76.56,33,284.26,79,0.09,76.83,256.63,688.1,1447,23.9,37500,NA,NA,23.9,37500,1.27671232876712,NA,"Antlc",20.25,"4.1.27",4,1,27,0,0,0,0,0,0,0,0
1546,FALSE,"Beatragus hunteri",NA,"1557","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Beatragus","hunteri","Hirola",NA,NA,283,NA,1,NA,NA,8350,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"455,610,671",NA,79132.17,NA,1600,NA,NA,NA,NA,1,NA,252.28,1,NA,NA,NA,1,NA,182.04,8350,NA,0.42,NA,NA,13.5,2,1,1,NA,NA,NA,"511;869;899;1297;1525;1848;2655;2693",NA,NA,NA,NA,30188.68,0.8,-1.95,-0.57,42.52,39.93,41.23,1,6.59,1,0.04,42.28,272.23,643.41,1847.86,NA,159000,NA,NA,15.2,159000,NA,NA,"Bth",15.17,"4.1.28",4,1,28,NA,NA,NA,NA,NA,NA,NA,NA
1547,FALSE,"Bison bison",NA,"1558","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","bison","American bison",912,912,274,259,1,1,452,20000,158000,NA,"671","captivity","large","high",NA,NA,NA,NA,311.85,"80 82 434 441 455 542 610 671 680 951 1058 1142 1143",2,624577.07,NA,2849.24,NA,1095,NA,NA,2,NA,283.17,2,47.39,65.71,399,0.98,1,396,20000,NA,0.28,1000,921.77,30,NA,1,1,287.32,157500,NA,"511;543;730;764;899;1297;1404;1525;1573;1848;1962;2655;2718;2957;2986",NA,NA,NA,NA,10388.04,44.97,43.65,44.31,-109.99,-111.12,-110.56,0,0.7,0,0.08,33.59,-5.35,409.79,742.48,33.5,630000,NA,NA,33.5,630000,2.4986301369863,NA,"Bsnbs",33,"4.1.29",4,1,29,0.0547945205479452,0.0524977350327634,0,0,0,0,0,0
1548,FALSE,"Bison bonasus",NA,"1559","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","European bison",730,730,270,213,1,1,641,23375,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,311.5,"4,344,555,426,106,710,000",2,675876.7,NA,2900,NA,1068.38,NA,NA,2,NA,265.99,2,7.91,7.42,638.75,1,1,324,23358.61,NA,0.88,NA,841.82,35,NA,1,1,287.32,NA,NA,"511;543;730;899;1297;1525;1573;1848;1864;2655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,610000,NA,NA,26.4,610000,2,NA,"Bsnbn",27,"4.1.30",4,1,30,0.0408163265306122,0.0445521223386746,0,0,0,0,0,0
1549,FALSE,"Bos frontalis",NA,"1560","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","frontalis","Gaur",590,550,275,137,1,0.9,634,23000,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"4,344,556,716,801,130",2,800143.05,NA,2700,NA,NA,NA,NA,3,NA,273.75,NA,NA,NA,403.02,1.22,1,314.4,22977.05,NA,0.54,NA,610.97,40,NA,NA,1,186.67,NA,NA,"511;543;730;899;1297;1525;1848;2655;2986",NA,NA,NA,NA,2294331.63,28.01,2.86,15.43,108.68,73.55,91.12,1,152.67,8,0.09,145.21,229.71,1053.45,1483.02,26.2,825000,NA,NA,26.2,825000,1.56164383561644,NA,"Bsf",26.2,"4.1.31",4,1,31,NA,NA,NA,NA,NA,NA,NA,NA
1550,FALSE,"Bos grunniens",NA,"1561","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","grunniens","Yak",738,738,274,228,1,0.8,NA,18000,NA,NA,"671","captivity","large","high",NA,NA,NA,NA,311.15,"1,061,074,344,555,410,000,000,000",NA,5e+05,NA,NA,NA,NA,NA,NA,2,NA,273.75,NA,NA,NA,NA,1,1,267,NA,NA,NA,NA,755.15,110,NA,NA,1,243.33,NA,NA,"511;899;1297;1525;1848;2655",NA,NA,NA,NA,1523540.07,38.88,29.66,34.27,99.23,75.91,87.57,0,2.03,0,0.05,30.41,-59.31,246.2,732.74,26.3,667000,NA,NA,26.3,667000,2.02191780821918,NA,"Bsgr",22.25,"4.1.32",4,1,32,NA,NA,NA,NA,NA,NA,NA,NA
1551,FALSE,"Bos javanicus",NA,"1562","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","javanicus","Banteng",730,NA,295,304,1,1,NA,NA,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,311.95,"43,445,567,168,010,400,000",2,635974.34,NA,2075,NA,912.5,NA,NA,2,NA,296.78,1,NA,NA,NA,1.22,1,318.96,NA,NA,0.75,21,797.31,40,NA,1,1,287.74,NA,NA,"511;730;899;1297;1525;1848;2152;2655",NA,NA,NA,NA,1687920.66,25.08,-8.78,8.15,118.35,94.94,106.64,1,139.21,4,0.11,187.69,239.18,1301.28,1592.26,27.1,7e+05,NA,NA,27.1,7e+05,2,NA,"Bsj",26.58,"4.1.33",4,1,33,NA,NA,NA,NA,NA,NA,NA,NA
1552,FALSE,"Bos sauveli",NA,"1563","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","sauveli","Kouprey",NA,NA,260,NA,1,NA,NA,NA,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"434",2,791321.76,NA,2175,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.15,20,NA,1,1,NA,NA,NA,"511;899;1525;1848;2655",NA,NA,NA,NA,115557.18,15.48,12.04,13.76,107.85,102.98,105.42,2,36.95,3,0.12,170.36,251.45,1144.18,1581.73,NA,8e+05,NA,NA,NA,8e+05,2.06890410958904,NA,"Bssv",NA,"4.1.34",4,1,34,NA,NA,NA,NA,NA,NA,NA,NA
1553,TRUE,"Bos taurus","Cattle","1564","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","Domestic cattle",548,NA,277,NA,1,1,NA,NA,NA,0.0031,"434","captivity","large","questionable",NA,NA,306.77,347000,311.15,"36,189,434,436,715,700,000,000,000,000,000",NA,618642.42,NA,NA,NA,NA,NA,NA,NA,NA,280.48,NA,10.04,NA,NA,NA,1,240,NA,NA,NA,NA,755.15,NA,NA,NA,NA,NA,NA,NA,"543;1052;1577;1594;1758;1848;2655",NA,NA,NA,NA,44447.62,15.08,11.85,13.46,108.99,107.08,108.04,2,42.48,3,0.15,174.94,228.73,1193.98,1450.23,20,750000,NA,NA,38,750000,1.5013698630137,NA,"Bstr",20,"4.1.4",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1554,FALSE,"Boselaphus tragocamelus",NA,"1565","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Boselaphus","tragocamelus","Nilgai",815,NA,255,NA,1.5,1,365,5875,NA,NA,"671","captivity","large","high",NA,NA,NA,NA,NA,"455,671,951",NA,182253.04,NA,2000,NA,912.5,NA,NA,5,NA,248.49,NA,NA,NA,400.5,1.39,NA,260.4,5875,NA,2.39,NA,NA,NA,NA,NA,1,NA,NA,NA,"543;730;1297;1525;1848;2655;2986",NA,1.05,NA,NA,2192564.81,33,11.71,22.35,87.08,68.93,78,2,313.3,76.5,0.09,86.66,247.4,750.64,1450.38,21.7,180000,NA,NA,21.7,180000,2.23287671232877,NA,"Bslt",21.7,"4.1.35",4,1,35,0.05,0.0494658374425396,0,0,0,0,0,0
1555,FALSE,"Bubalus bubalis",NA,"1566","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","bubalis","Water buffalo",502,NA,311,228,1.375,1,365,37500,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,311.25,"81 82 434 455 610 671 1013",NA,929500.97,NA,2649.52,NA,NA,NA,NA,2,912.49,320,1,3.63,NA,547.5,1.5,1,339,NA,NA,1.06,NA,755.15,NA,NA,1,1,240.31,NA,NA,"511;543;730;899;1297;1525;1848;2152;2655",NA,NA,NA,NA,978657.33,27.44,14.51,20.98,100,84.68,92.34,2,254.7,10,0.08,154.04,223.58,1028.93,1394.47,34.9,725000,NA,NA,34.9,725000,1.37534246575342,NA,"Bblb",28.25,"4.1.36",4,1,36,NA,NA,NA,NA,NA,NA,NA,NA
1556,FALSE,"Bubalus depressicornis",NA,"1567","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","depressicornis","Anoa",730,730,300,NA,1,1,NA,NA,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,448,455,610,671,000",3,256989.27,NA,1728.58,NA,NA,NA,NA,3,NA,295.78,1,NA,NA,NA,1,1,432.96,NA,NA,NA,NA,755.15,1,NA,1,1,NA,NA,NA,"511;543;899;1297;1525;1848;2655",NA,NA,NA,NA,41026.7,0.85,-3.51,-1.33,123.99,119.57,121.78,17,40,17,0.09,227.75,197.83,1814.71,1867.36,36.1,155000,NA,NA,36.1,155000,2,NA,"Bbd",36.08,"4.1.37",4,1,37,NA,NA,NA,NA,NA,NA,NA,NA
1557,FALSE,"Bubalus mindorensis",NA,"1568","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","mindorensis","Tamaraw",NA,NA,300,NA,1,0.5,1095,NA,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"455,542,610,687,978",2,254389.74,NA,2199.99,NA,NA,NA,NA,2,1095,306.06,1,NA,NA,1095,1,1,336,NA,NA,NA,11,755.15,1,NA,1,1,NA,NA,NA,"511;543;714;899;1848;2152;2655",NA,NA,NA,NA,9912.75,13.53,12.2,12.86,121.55,120.29,120.92,20,161.33,20,0.15,196.39,239.81,NA,NA,NA,240000,NA,NA,28,240000,2.06890410958904,NA,"Bbm",28,"4.1.38",4,1,38,NA,NA,NA,NA,NA,NA,NA,NA
1558,FALSE,"Bubalus quarlesi",NA,"1569","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","quarlesi","Mountain anoa",NA,NA,295,NA,1,1,NA,NA,NA,NA,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"671,730,978",3,181718.86,NA,1577.97,NA,NA,NA,NA,3,NA,294.99,NA,NA,NA,NA,1,1,270,NA,NA,NA,NA,755.15,1,NA,NA,1,NA,NA,NA,"899;1525;1848;2655",NA,NA,NA,NA,56312.24,0.79,-5.45,-2.33,123.6,119.41,121.51,17,62.95,17,0.08,228.75,205.08,1813.15,1903.28,29.2,150000,NA,NA,29.2,150000,2.06890410958904,NA,"Bbq",22.5,"4.1.39",4,1,39,NA,NA,NA,NA,NA,NA,NA,NA
1559,FALSE,"Budorcas taxicolor",NA,"1570","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Budorcas","taxicolor","Takin",730,730,210,NA,1,1,365,6000,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,448,455,671",NA,294515.33,NA,1736,NA,NA,NA,NA,3,NA,235.6,1,NA,NA,365,1.22,NA,234.96,NA,NA,NA,300,928.08,14,4,1,1,118.55,NA,NA,"511;543;899;1297;1525;1848;2116;2555;2655",NA,1.1,NA,NA,402044.43,34.44,25.85,30.15,108.95,88.22,98.58,1,58.63,1.5,0.08,129.45,39.88,808.24,1002.24,21.9,180000,NA,NA,21.9,180000,2,NA,"Bdt",19.58,"4.1.40",4,1,40,0.0357142857142857,0.00625434633347191,0,0,0,0,0,0
1560,FALSE,"Capra caucasica",NA,"1571","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","caucasica","West Caucasian tur",NA,NA,157,NA,1,NA,NA,3850,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,610,671",NA,58149.52,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,1.09,NA,264,NA,NA,NA,NA,1015,NA,3,NA,NA,NA,NA,NA,"543;1297;1525;1848;2555;2655",NA,NA,NA,NA,32781.87,43.82,40.83,42.33,48.52,40,44.26,9,40.22,10.5,0.02,57.31,-9.89,612.18,710.43,19.3,70000,NA,NA,19.3,70000,2.78082191780822,NA,"Cprccs",22,"4.1.41",4,1,41,0,0,0,0,0,0,0,0
