"anAgeHorvathLabID","profiled","SpeciesLatinName","CommonNames","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Female.maturity..days.","Male.maturity..days.","Gestation.Incubation..days.","Weaning..days.","Litter.Clutch.size","Litters.Clutches.per.year","Inter.litter.Interbirth.interval","Birth.weight..g.","Weaning.weight..g.","Growth.rate..1.days.","Source","Specimen.origin","Sample.size","Data.quality","IMR..per.yr.","MRDT..yrs.","Metabolic.rate..W.","Body.mass..g.","Temperature..K.","References","PanTHERIA.ActivityCycle","PanTHERIA.AdultBodyMass_g","PanTHERIA.AdultForearmLen_mm","PanTHERIA.AdultHeadBodyLen_mm","PanTHERIA.AgeatEyeOpening_d","PanTHERIA.AgeatFirstBirth_d","PanTHERIA.BasalMetRate_mLO2hr","PanTHERIA.BasalMetRateMass_g","PanTHERIA.DietBreadth","PanTHERIA.DispersalAge_d","PanTHERIA.GestationLen_d","PanTHERIA.HabitatBreadth","PanTHERIA.HomeRange_km2","PanTHERIA.HomeRange_Indiv_km2","PanTHERIA.InterbirthInterval_d","PanTHERIA.LitterSize","PanTHERIA.LittersPerYear","PanTHERIA.MaxLongevity_m","PanTHERIA.NeonateBodyMass_g","PanTHERIA.NeonateHeadBodyLen_mm","PanTHERIA.PopulationDensity_n.km2","PanTHERIA.PopulationGrpSize","PanTHERIA.SexualMaturityAge_d","PanTHERIA.SocialGrpSize","PanTHERIA.TeatNumber","PanTHERIA.Terrestriality","PanTHERIA.TrophicLevel","PanTHERIA.WeaningAge_d","PanTHERIA.WeaningBodyMass_g","PanTHERIA.WeaningHeadBodyLen_mm","PanTHERIA.References","PanTHERIA.AdultBodyMass_g_EXT","PanTHERIA.LittersPerYear_EXT","PanTHERIA.NeonateBodyMass_g_EXT","PanTHERIA.WeaningBodyMass_g_EXT","PanTHERIA.GR_Area_km2","PanTHERIA.GR_MaxLat_dd","PanTHERIA.GR_MinLat_dd","PanTHERIA.GR_MidRangeLat_dd","PanTHERIA.GR_MaxLong_dd","PanTHERIA.GR_MinLong_dd","PanTHERIA.GR_MidRangeLong_dd","PanTHERIA.HuPopDen_Min_n.km2","PanTHERIA.HuPopDen_Mean_n.km2","PanTHERIA.HuPopDen_5p_n.km2","PanTHERIA.HuPopDen_Change","PanTHERIA.Precip_Mean_mm","PanTHERIA.Temp_Mean_01degC","PanTHERIA.AET_Mean_mm","PanTHERIA.PET_Mean_mm","maxanAge","weightanAge","maxAgeFromFolder","weightFromFolder","maxAgeCaesar","weightCaesar","averagedMaturity.yrs","Hibernation","SpeciesAbbreviation","PanTHERIA.MaxLongevity","MammalNumberHorvath","OrderNumberHorvath","FamilyNumberHorvath","SpeciesNumberHorvath","CancerMortalityRisk.Vinczeo2021","CumulativeIncidenceCancerMortality.Vincze2021","Diet..Animal.","Diet..Invertebrate.","Diet..Vertebrate.","Diet..Fish.","Diet..Reptile.","Diet..Bird."
2010,TRUE,"Rousettus aegyptiacus","Egyptian fruit bat / Egyptian rousette","2022","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","aegyptiacus","Egyptian rousette",365,365,116,122,1,1,NA,21.06,73.8,0.0149,"424","wild","large","acceptable",NA,NA,0.684,146,307.95,"36,420,424,434,455,700,000",1,134,93.2,167.37,NA,NA,122.64,126,3,NA,123.39,1,NA,NA,NA,1.07,2,274.8,19.13,40.04,NA,1000,315.68,NA,NA,2,1,105,75.1,NA,"77;180;181;196;258;266;282;283;360;543;904;1271;1297;1309;1331;1386;1388;1469;1536;1631;1658;1663;1705;1716;1860;1948;2017;2091;2141;21432151;2176;2295;2655;2719;2904;2905;3014;3023;3071",NA,NA,NA,NA,6076089.81,37.36,-34.83,1.26,66.84,-17.53,24.65,0,75.36,1,0.13,85.78,226.26,828.48,1461.38,22.9,125,"22.9",125,22.9,125,1,"no","Rsttsag",22.9,"8.5.9",8,5,9,0.125,0.0671887622264858,0,0,0,0,0,0
2011,FALSE,"Rousettus lanosus",NA,"2023","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","lanosus","Long-haired rousette",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"671,730,971",NA,104.78,88.2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,2,NA,NA,NA,NA,"77;268;1658;2017;2151;2655",NA,NA,NA,NA,846954.61,8.15,-11.86,-1.85,38.65,28.53,33.59,1,67.23,2,0.12,79.31,222.43,1056.75,1497.39,18.7,103,NA,NA,18.7,103,NA,NA,"Rsttslns",NA,"8.5.25",8,5,25,NA,NA,NA,NA,NA,NA,NA,NA
2012,FALSE,"Rousettus leschenaultii",NA,"2024","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","leschenaultii","Leschenault's rousette",150,455,115,NA,1,2,NA,12,NA,NA,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"424,434,455,671,971",NA,84.88,82.25,NA,NA,278.81,NA,NA,3,NA,121.66,1,NA,NA,NA,1.01,2,NA,12,NA,NA,753,322.24,NA,NA,2,2,52.34,37,NA,"77;211;212;582;1140;1143;1149;1297;1552;1621;1658;1705;2017;2143;2151;2622;2655;2910;3014",NA,NA,NA,NA,5152928.23,35.35,-8.96,13.19,117.84,67.64,92.74,1,287.15,10,0.09,127.94,230.14,946.42,1436.72,14,108.25,NA,NA,14,108.25,0.828767123287671,NA,"Rsttsls",NA,"8.5.26",8,5,26,0,0,0,0,0,0,0,0
2013,FALSE,"Rhinolophus euryale",NA,"2025","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","euryale","Mediterranean horseshoe bat",821,821,90,NA,1,1,NA,3.89,NA,NA,"970","unknown","medium","questionable",NA,NA,NA,NA,NA,"970,971,978",NA,9.25,47.5,NA,NA,821.25,NA,NA,NA,NA,92.54,1,NA,NA,NA,1,1,NA,3.89,NA,NA,NA,845.83,NA,NA,2,NA,105.72,NA,NA,"1297;1658;2143;2151;2352;2622;2655",NA,NA,NA,NA,2321112.24,47.59,27.2,37.39,61,-9.4,25.79,2,111.76,11,0.02,57.64,109.11,493.24,886.49,13,8.2,NA,NA,13,8.2,2.24931506849315,NA,"Rhnlphseryl",NA,"8.6.4",8,6,4,NA,NA,NA,NA,NA,NA,NA,NA
2014,TRUE,"Rhinolophus ferrumequinum","Greater horseshoe bat","2026","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum","Greater horseshoe bat",730,730,80,60,1,1,365,5.8,NA,NA,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,424,434,455,477,970",NA,22.59,63.68,NA,NA,1277.5,NA,NA,1,NA,91.24,1,NA,NA,NA,0.98,1,360,5.64,NA,NA,NA,827.69,NA,NA,2,3,45.87,NA,NA,"196;543;679;1272;1297;1375;1377;1406;1526;1658;1668;1689;1704;1705;1771;1904;2143;2151;2295;2352;2376;2377;2470;2622;2655;2712;3002",NA,NA,NA,NA,6797743.37,53.47,23.49,38.48,142.07,-9.49,66.28,0,161.37,6,0.07,59.9,108.69,510.66,954.79,30.5,22.875,"30.5",22.875,30.5,22.875,2,"yes","Rhnlphsfrr",30,"8.6.1",8,6,1,NA,NA,NA,NA,NA,NA,NA,NA
2015,FALSE,"Rhinolophus hipposideros",NA,"2027","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Lesser horseshoe bat",500,471,67,35,1,1,365,2.1,NA,NA,"970","wild","large","acceptable",NA,NA,NA,NA,NA,"424,455,970,971,978",NA,4.57,37.49,38.99,NA,501.87,NA,NA,1,NA,75.51,1,NA,NA,NA,1,1,252,2.1,NA,NA,13,447.26,NA,NA,2,3,33.2,NA,NA,"83;196;543;679;892;1036;1037;1265;1297;1375;1384;1656;1658;1705;2143;2151;2295;2352;2470;2622;2634;2655;2719;3023;3110",NA,NA,NA,NA,4202573.83,53.21,10.16,31.68,79.43,-10.47,34.47,0,107.18,10,0.04,51.75,96.32,466.96,859.98,29.4,4.6,NA,NA,29.4,4.6,1.33013698630137,NA,"Rhnlphshp",21,"8.6.5",8,6,5,NA,NA,NA,NA,NA,NA,NA,NA
2016,FALSE,"Rhinolophus megaphyllus",NA,"2028","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","megaphyllus","Smaller horseshoe bat",730,730,128,61,1,1,NA,NA,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"424,434,455,563,971",NA,10.17,47.21,NA,NA,NA,NA,NA,1,NA,125.14,1,NA,NA,NA,1,1,NA,NA,25.02,NA,NA,NA,NA,NA,2,3,57.22,NA,NA,"196;679;862;1297;1388;1658;1686;2143;2151;2622;2655;2719;3115",NA,NA,1.29,NA,700183.75,-2.55,-37.84,-20.2,153.63,140.73,147.18,0,16.42,0,0.1,134.82,196.67,981.29,1450.91,NA,9.8,NA,NA,NA,9.8,2,NA,"Rhnlphsmg",NA,"8.6.6",8,6,6,NA,NA,NA,NA,NA,NA,NA,NA
2017,TRUE,"Antrozous pallidus","Pallid bat","2029","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Antrozous","pallidus","Pallid bat",365,365,62,50,2,1,NA,3.1,NA,0.0543,"671","captivity","small","acceptable",NA,NA,0.104,22,307.15,"36,420,424,434,455,400,000,000,000",NA,22.24,54.53,NA,6.25,NA,18.7,22,2,NA,59.01,1,NA,NA,NA,1.78,NA,109.2,3.09,NA,NA,60,NA,NA,NA,2,3,61.1,13.16,NA,"209;224;543;544;657;747;1297;1384;1388;1658;1704;1784;1822;1948;2143;2144;2151;2215;2655;3023",NA,NA,NA,NA,4228781.56,50.09,18.99,34.54,-74.13,-124.56,-99.34,0,29.96,0,0.09,36.48,136.23,460.29,1072.88,14.8,20.8,"14.8",20.8,14.8,20.8,1,"yes","Antrp",9.1,"8.7.1",8,7,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,FALSE,"Barbastella barbastellus",NA,"2030","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Barbastella","barbastellus","Western barbastelle",NA,NA,NA,NA,2,1,365,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,434,455,978",NA,8.31,38.49,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1.73,1,252,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,"196;543;1297;1658;2143;2151;2622;2655;2719;2884",NA,NA,NA,NA,3884782.92,60.57,27.99,44.28,49.43,-17.33,16.05,3,129.06,16,0.00949499719783702,57.71,84.24,498.71,630.2,23,10.25,NA,NA,23,10.25,NA,NA,"Brbstb",21,"8.7.15",8,7,15,NA,NA,NA,NA,NA,NA,NA,NA
2019,FALSE,"Corynorhinus rafinesquii",NA,"2031","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Corynorhinus","rafinesquii","Rafinesque's big-eared bat",182,182,53,NA,1,1,365,2.5,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"424,434,455,971",NA,9.15,43,NA,9,NA,NA,NA,1,NA,55.27,1,NA,NA,NA,1,1,121.2,2.45,NA,NA,144,210.45,NA,NA,2,3,21,NA,NA,"188;543;953;1297;1384;1388;1658;1705;2143;2151;2215;2241;2352;2622;2655;3023",NA,NA,NA,NA,1333256.65,40.66,24.94,32.8,-75.71,-95.31,-85.51,0,52.7,6,0.05,102.28,172.06,980.22,1083.72,NA,11.1,NA,NA,10.1,11.1,0.498630136986301,NA,"Crynr",10.1,"8.7.16",8,7,16,NA,NA,NA,NA,NA,NA,NA,NA
2020,FALSE,"Corynorhinus townsendii",NA,"2032","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Corynorhinus","townsendii","Townsend's big-eared bat",NA,NA,78,42,1,1,365,2.4,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,434,441,455,971",NA,10.3,43.4,57.5,9,NA,NA,NA,1,NA,67.49,1,NA,NA,NA,0.99,1,254,2.39,NA,NA,NA,NA,NA,NA,2,3,40.5,NA,NA,"543;657;899;1006;1161;1297;1658;1698;1705;1727;2143;2151;2215;2253;2535;2622;2655",NA,NA,NA,NA,4604871.5,53.26,16.67,34.97,-79.16,-125.09,-102.12,0,29.42,0,0.09,39.48,110.48,456.28,976.59,20.5,14.25,NA,NA,20.5,14.25,NA,NA,"Crynt",21.1666666666667,"8.7.17",8,7,17,NA,NA,NA,NA,NA,NA,NA,NA
2021,TRUE,"Eptesicus fuscus","Big brown bat","2033","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","fuscus","Big brown bat",547,730,60,NA,1.5,1,365,3.9,17.2,0.062,"424","wild","medium","acceptable",NA,NA,0.113,13.3,309.15,"364,204,244,414,557,000,000,000,000,000",NA,17.49,46.69,NA,1.5,NA,30.42,16.9,1,NA,52.14,1,NA,NA,NA,1.85,1,240,3.21,NA,NA,50,395.29,NA,NA,2,3,34.18,13.2,NA,"185;196;459;460;543;544;616;657;746;754;1059;1161;1189;1238;1297;1413;1520;1693;1695;1705;1708;1709;1710;1784;2143;2151;2215;2279;2567;26222655;2719;2879;3047",NA,NA,NA,NA,13321726.93,60.21,2.09,31.15,-59.42,-126.58,-93,0,43.16,0,0.06,63.98,115.12,649.12,941.91,19,23,"21",23,23,23,1.74931506849315,"yes","Eptscsfs",20,"8.7.2",8,7,2,NA,NA,NA,NA,NA,NA,NA,NA
2022,FALSE,"Eptesicus nilssonii",NA,"2034","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","nilssonii","Northern bat",NA,NA,NA,NA,1.5,1,365,4.52,NA,NA,"970","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,434,455,970,971,000",NA,10.72,40.24,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1.5,1,186,4.52,NA,NA,NA,NA,NA,NA,2,3,26,NA,NA,"1297;1658;1784;2143;2151;2517;2518;2622;2655",NA,NA,NA,NA,10151783.96,69.97,37.59,53.78,155.92,4.94,80.43,0,33.38,0,0.000792147772906141,40.55,2.73,366.6,422.84,20,13,NA,NA,20,13,NA,NA,"Eptscsnl",15.5,"8.7.18",8,7,18,NA,NA,NA,NA,NA,NA,NA,NA
2023,FALSE,"Eptesicus serotinus",NA,"2035","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","serotinus","Serotine",NA,NA,68,NA,1.5,1,NA,5.3,NA,0.0487,"970","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,434,455,731,970,000",NA,23.09,50.3,67.99,8,NA,NA,NA,1,NA,65.44,1,NA,NA,NA,1.5,1,72,5.28,NA,NA,NA,NA,NA,NA,2,3,30.8,14.74,NA,"185;196;543;696;892;1161;1297;1624;1658;1668;1705;2143;2151;2350;2622;2655;2719",NA,NA,NA,NA,8742253.51,57.74,18.14,37.94,122,-9.49,56.25,0,150.61,1,0.04,59.65,99.39,557.37,844.59,21,18.2,NA,NA,21,18.2,NA,NA,"Epts",6,"8.7.19",8,7,19,NA,NA,NA,NA,NA,NA,NA,NA
2024,FALSE,"Lasionycteris noctivagans",NA,"2036","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans","Silver-haired bat",152,152,55,36,2,1,365,1.67,NA,NA,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,424,434,441,455,970",NA,11.02,41.26,NA,NA,NA,NA,NA,1,NA,53.55,1,NA,NA,NA,1.77,1,144,1.92,41.69,NA,NA,154.68,1.33,NA,2,3,35.99,10.1,NA,"185;543;839;871;1297;1658;1693;1696;1705;1709;2143;2151;2223;2253;2567;2622;2655",NA,NA,NA,NA,10115944.09,62.97,23.46,43.21,-60.96,-148.48,-104.72,0,28.14,0,0.05,58.16,77.97,539.66,766.07,12,10,NA,NA,12,10,0.416438356164384,NA,"Lsnn",12,"8.7.20",8,7,20,NA,NA,NA,NA,NA,NA,NA,NA
2025,FALSE,"Lasiurus cinereus",NA,"2037","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","cinereus","Hoary bat",NA,NA,56,34,2,1,365,5.5,9.5,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,307.95,"4,244,344,424,559,710,000",NA,27.06,54.4,75.35,12,NA,16.51,19.9,1,NA,57.18,1,NA,NA,NA,1.96,1,25.2,5.12,40.8,NA,NA,NA,1,NA,2,3,36.41,9.71,54.84,"143;185;399;428;543;657;839;890;1085;1297;1337;1648;1658;1693;2079;2127;2143;2151;2310;2474;2575;2618;2622;2655",NA,NA,NA,NA,21759652.98,66.38,-41.16,12.6,-41.89,-159.79,-100.84,0,30.48,0,0.07,75.42,115.7,724.23,957.03,14,24,NA,NA,14,24,NA,NA,"Lsrscn",2.1,"8.7.21",8,7,21,NA,NA,NA,NA,NA,NA,NA,NA
2026,FALSE,"Myotis bechsteinii",NA,"2038","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","bechsteinii","Bechstein's bat",NA,NA,NA,NA,1,1,365,NA,NA,NA,"970","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455,542,970,978",NA,9.47,41.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,252,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,"196;543;577;1297;1658;2143;2151;2295;2655;2711;2719;2955",NA,NA,NA,NA,2326533.53,53.88,36.65,45.26,44.73,-9.29,17.72,3,139.49,18,0.01,61.16,85.35,515.69,603.2,21,10.5,NA,NA,21,10.5,NA,NA,"Mytsbchs",21,"8.7.22",8,7,22,NA,NA,NA,NA,NA,NA,NA,NA
2027,FALSE,"Myotis blythii",NA,"2039","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","blythii","Lesser mouse-eared bat",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455",NA,23.82,58.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,237.99,NA,NA,NA,NA,420.91,NA,NA,2,NA,NA,NA,NA,"109;1297;1658;2151;2622;2655",NA,NA,NA,NA,3247785.97,53.33,23.76,38.55,120.21,31.51,75.86,0,112.68,2,0.1,39.35,116.67,416.49,1003.83,33,23,NA,NA,33,23,1.15317808219178,NA,"Mytsbl",19.8325,"8.7.23",8,7,23,NA,NA,NA,NA,NA,NA,NA,NA
2028,TRUE,"Myotis brandtii","Brandt's bat","2040","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","brandtii","Brandt's bat",389,389,55,NA,1,1,NA,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"604,244,771,127",NA,5.3,34.99,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"1658;2151;2622;2655",NA,NA,NA,NA,10341787.32,66.02,36.01,51.02,143.94,-9.49,67.22,0,74.22,1,0.01,45.44,42.96,412.53,528,41,7,"41",7,41,7,1.06575342465753,"yes","Mytsbr",NA,"8.7.7",8,7,7,NA,NA,NA,NA,NA,NA,NA,NA
2029,FALSE,"Myotis dasycneme",NA,"2041","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","dasycneme","Pond bat",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,971",NA,15.16,45.5,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,234,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,"196;543;1658;2143;2151;2295;2470;2655;2719",NA,NA,NA,NA,6606862.4,65.1,44.57,54.84,125.67,4.1,64.89,0,56.05,1,0.00517680501026377,43.12,28.93,387.58,427.69,20.5,15,NA,NA,20.5,15,NA,NA,"Mytsds",19.5,"8.7.24",8,7,24,NA,NA,NA,NA,NA,NA,NA,NA
2030,FALSE,"Myotis daubentonii",NA,"2042","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","Daubenton's bat",730,730,54,NA,1,1,NA,2.09,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455,477,479,971",NA,7.63,36.59,44.4,NA,NA,NA,NA,2,NA,55.14,1,NA,NA,NA,1.21,1,336,2,29.19,NA,NA,371.23,NA,NA,2,3,35.33,5.49,NA,"196;400;543;892;1297;1521;1658;2143;2151;2295;2470;2622;2655;2719;2977;3001",NA,NA,NA,NA,14824937.25,63.01,26.73,44.87,145.82,-10.47,67.67,0,71.14,0,0.00964966301180394,46.1,21.71,426.22,515.06,28,8.5,NA,NA,28,8.5,2,NA,"Mytsdb",28,"8.7.25",8,7,25,NA,NA,NA,NA,NA,NA,NA,NA
2031,FALSE,"Myotis emarginatus",NA,"2043","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","Geoffroy's bat",456,456,NA,NA,1,1,365,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455,971",NA,7.56,40,NA,NA,547.5,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,1,216,NA,NA,NA,NA,413.84,NA,NA,2,NA,41.61,NA,NA,"428;543;1297;1658;2143;2151;2352;2438;2470;2622;2633;2634;2655;2920",NA,NA,NA,NA,3765086.81,53.39,23.21,38.3,73.14,-9.32,31.91,0,118.77,6,0.04,48.03,97.72,440.36,748.8,22.7,11,NA,NA,22.7,11,1.24931506849315,NA,"Mytsem",18,"8.7.26",8,7,26,NA,NA,NA,NA,NA,NA,NA,NA
2032,TRUE,"Myotis evotis","Western long-eared myotis","2044","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","evotis","Western long-eared myotis",NA,NA,55,NA,1,1,365,1.22,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,441,455,971",NA,6.91,36.72,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,1,NA,1.22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"543;1297;1658;2143;2151;2622;2655;3023",NA,NA,NA,NA,3119769.09,54.76,25.49,40.12,-102.53,-127.89,-115.21,0,21.49,0,0.08,36.24,60.78,363.99,788.12,22,7.4,NA,NA,22,7.4,0.561643835616438,"yes","Mytsev",NA,"8.7.11",8,7,11,NA,NA,NA,NA,NA,NA,NA,NA
2033,FALSE,"Myotis grisescens",NA,"2045","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","grisescens","Gray myotis",456,456,NA,NA,1,1,365,2.9,NA,0.0964,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,424,441,455,731,970",1,10.84,43.26,NA,NA,730,NA,NA,1,NA,NA,1,NA,NA,NA,0.99,1,471.24,2.94,NA,NA,NA,530.44,NA,NA,2,3,42.35,NA,NA,"185;543;768;899;1297;1658;1683;1705;2025;2143;2151;2215;2622;2655;2724",NA,NA,NA,NA,854748.87,41.22,30.3,35.76,-79.67,-93.03,-86.35,3,42.41,7,0.05,94.64,147.3,882.26,956.69,16.5,9.25,NA,NA,16.5,9.25,1.24931506849315,NA,"Mytsgr",39.27,"8.7.27",8,7,27,NA,NA,NA,NA,NA,NA,NA,NA
2034,FALSE,"Myotis keenii",NA,"2046","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","keenii","Keen's myotis",NA,NA,NA,NA,1,1,365,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,441,455,971",NA,6.51,36.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,1,222,NA,NA,NA,NA,NA,NA,NA,2,NA,38.93,NA,NA,"1297;1658;1693;2143;2151;2215;2622;2655",NA,NA,NA,NA,398644.38,57.51,46,51.75,-119.46,-131.08,-125.27,0,19.84,0,0.08,78.44,19.62,372.04,485.48,19,7.4,NA,NA,19,7.4,NA,NA,"Mytskn",18.5,"8.7.28",8,7,28,NA,NA,NA,NA,NA,NA,NA,NA
2035,FALSE,"Myotis leibii",NA,"2047","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","leibii","Eastern small-footed myotis",NA,NA,NA,NA,1,1,365,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455,978",NA,5.22,32.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"1297;1658;2143;2151;2622;2655",NA,NA,NA,NA,1424872.3,48.09,33.69,40.89,-66.95,-95.02,-80.99,0,88.62,1,0.04,84.65,107.68,736.61,812.13,12,5.6,NA,NA,12,5.6,NA,NA,"Mytslb",NA,"8.7.29",8,7,29,NA,NA,NA,NA,NA,NA,NA,NA
2036,TRUE,"Myotis lucifugus","Little brown bat","2048","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","lucifugus","Little brown bat",210,210,55,25,1,1,365,1.96,NA,0.116,"424","wild","medium","acceptable",NA,NA,0.051,5.8,305.15,"36 74 178 295 424 428 434 441 455 477 731 777 971 1051 1136",NA,7.8,37.76,52.7,0.5,730,9.29,6.5,1,NA,59.79,1,NA,NA,NA,1,1,408,2.18,30,NA,37500,280.6,NA,NA,2,3,26,6.79,48.99,"43;185;196;488;499;520;543;657;711;755;867;924;937;938;950;1161;1297;1334;1384;1388;1536;1658;1697;1704;1705;1706;1707;1710;1822;20252143;2151;2161;2164;2215;2567;2568;2655;2673;2712;2719;2750;2879;3023;3047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,10,"34",10,34,10,0.769,"yes","Mytslc",34,"8.7.8",8,7,8,NA,NA,NA,NA,NA,NA,NA,NA
2037,TRUE,"Myotis myotis","Greater mouse-eared bat","2049","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis","Mouse-eared bat",502,502,65,42,1,1,365,5.9,NA,0.109,"970","wild","large","acceptable",NA,NA,NA,NA,308.15,"42,443,445,556,573,100,000,000,000,000",NA,25.59,63.9,72,NA,730,NA,NA,1,NA,73,1,NA,NA,NA,1.5,1,264,6,37.54,NA,NA,399.6,NA,NA,2,3,41.99,23.1,NA,"107;109;110;196;543;762;892;1015;1297;1536;1658;1668;1704;1784;1871;1910;2037;2143;2151;2295;2352;2470;2622;2633;2655;2719;3014",NA,NA,NA,NA,3731149.73,58.87,36.01,47.44,34.16,-9.49,12.33,3,135.16,15,0.00512032889099846,58.21,91.02,504.81,658.57,37.1,28.55,"37.1",28.55,37.1,28.55,1.37534246575342,"yes","Mytsmyt",22,"8.7.9",8,7,9,NA,NA,NA,NA,NA,NA,NA,NA
2038,FALSE,"Myotis mystacinus",NA,"2050","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","mystacinus","Whiskered bat",365,456,NA,NA,1,NA,365,NA,NA,NA,"424","wild","medium","acceptable",NA,NA,NA,NA,NA,"424,455,564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5.3,NA,NA,24,5.3,1.12465753424658,NA,"Mytsmys",NA,"8.7.30",8,7,30,NA,NA,NA,NA,NA,NA,NA,NA
